n,d,tau,S,Sh,norm,dtau,dtau_type,distribution,level,N,N,mean_PSD
150,5,0.6,I,SbJ,Euclidean,0.2,column,gumbel,100,1,1000,1
150,5,0.6,I,SbJ,Supremum,0.2,column,gumbel,100,1,1000,1
250,5,0.3,Sh,ShP,Euclidean,0.2,column,gumbel,100,1,1000,1
250,5,0.3,Sh,ShP,Supremum,0.2,column,gumbel,97.9,1,1000,1
250,5,0.3,I,ShP,Euclidean,0.2,column,gumbel,100,1,1000,1
250,5,0.3,I,ShP,Supremum,0.2,column,gumbel,100,1,1000,1
250,5,0.3,Sh,SbP,Euclidean,0.2,column,gumbel,100,1,1000,1
250,5,0.3,Sh,SbP,Supremum,0.2,column,gumbel,99.6,1,1000,1
250,5,0.3,I,SbP,Euclidean,0.2,column,gumbel,100,1,1000,1
250,5,0.3,I,SbP,Supremum,0.2,column,gumbel,100,1,1000,1
250,5,0.3,Sh,ShJ,Euclidean,0.2,column,gumbel,100,1,1000,1
250,5,0.3,Sh,ShJ,Supremum,0.2,column,gumbel,98,1,1000,1
250,5,0.3,I,ShJ,Euclidean,0.2,column,gumbel,100,1,1000,1
250,5,0.3,I,ShJ,Supremum,0.2,column,gumbel,100,1,1000,1
250,5,0.3,Sh,SbJ,Euclidean,0.2,column,gumbel,100,1,1000,1
250,5,0.3,Sh,SbJ,Supremum,0.2,column,gumbel,99.9,1,1000,1
250,5,0.3,I,SbJ,Euclidean,0.2,column,gumbel,100,1,1000,1
250,5,0.3,I,SbJ,Supremum,0.2,column,gumbel,100,1,1000,1
50,5,0.6,Sh,ShP,Euclidean,0.1,column,clayton,63.4,1,1000,0.983
50,5,0.6,Sh,ShP,Supremum,0.1,column,clayton,53.3,1,1000,0.983
50,5,0.6,I,ShP,Euclidean,0.1,column,clayton,53.7,1,1000,0.983
50,5,0.6,I,ShP,Supremum,0.1,column,clayton,43.1,1,1000,0.983
50,5,0.6,Sh,SbP,Euclidean,0.1,column,clayton,33.6,1,1000,1
50,5,0.6,Sh,SbP,Supremum,0.1,column,clayton,17.2,1,1000,1
50,5,0.6,I,SbP,Euclidean,0.1,column,clayton,49.6,1,1000,1
50,5,0.6,I,SbP,Supremum,0.1,column,clayton,29.3,1,1000,1
50,5,0.6,Sh,ShJ,Euclidean,0.1,column,clayton,35.6,1,1000,1
50,5,0.6,Sh,ShJ,Supremum,0.1,column,clayton,28.7,1,1000,1
50,5,0.6,I,ShJ,Euclidean,0.1,column,clayton,41.55,1,2000,
50,5,0.6,I,ShJ,Supremum,0.1,column,clayton,28.7,1,2000,
50,5,0.6,Sh,SbJ,Euclidean,0.1,column,clayton,37.8,1,1000,1
50,5,0.6,Sh,SbJ,Supremum,0.1,column,clayton,21.6,1,1000,1
50,5,0.6,I,SbJ,Euclidean,0.1,column,clayton,51.1,1,1000,1
50,5,0.6,I,SbJ,Supremum,0.1,column,clayton,33.8,1,1000,1
50,15,0.6,Sh,ShP,Euclidean,0.2,column,gumbel,92.1,1,1000,0
50,15,0.6,Sh,ShP,Supremum,0.2,column,gumbel,82.9,1,1000,0
50,15,0.6,I,ShP,Euclidean,0.2,column,gumbel,99.3,1,1000,0
50,15,0.6,I,ShP,Supremum,0.2,column,gumbel,99.4,1,1000,0
50,15,0.6,Sh,SbP,Euclidean,0.2,column,gumbel,91.7,1,1000,1
50,15,0.6,Sh,SbP,Supremum,0.2,column,gumbel,72.9,1,1000,1
50,15,0.6,I,SbP,Euclidean,0.2,column,gumbel,99.5,1,1000,1
50,15,0.6,I,SbP,Supremum,0.2,column,gumbel,99.8,1,1000,1
50,15,0.6,Sh,ShJ,Euclidean,0.2,column,gumbel,93.3,1,1000,1
50,15,0.6,Sh,ShJ,Supremum,0.2,column,gumbel,87.8,1,1000,1
50,15,0.6,I,ShJ,Euclidean,0.2,column,gumbel,98.75,1,2000,
50,15,0.6,I,ShJ,Supremum,0.2,column,gumbel,98.5,1,2000,
50,15,0.6,Sh,SbJ,Euclidean,0.2,column,gumbel,87.2,1,1000,1
50,15,0.6,Sh,SbJ,Supremum,0.2,column,gumbel,78.4,1,1000,1
50,15,0.6,I,SbJ,Euclidean,0.2,column,gumbel,99.5,1,1000,1
50,15,0.6,I,SbJ,Supremum,0.2,column,gumbel,99.5,1,1000,1
150,5,0.6,Sh,ShP,Euclidean,0.1,single,gumbel,84.2,1,1000,1
150,5,0.6,Sh,ShP,Supremum,0.1,single,gumbel,77,1,1000,1
150,5,0.6,I,ShP,Euclidean,0.1,single,gumbel,67.7,1,1000,1
150,5,0.6,I,ShP,Supremum,0.1,single,gumbel,85,1,1000,1
150,5,0.6,Sh,SbP,Euclidean,0.1,single,gumbel,80,1,1000,1
150,5,0.6,Sh,SbP,Supremum,0.1,single,gumbel,88.6,1,1000,1
150,5,0.6,I,SbP,Euclidean,0.1,single,gumbel,67.3,1,1000,1
150,5,0.6,I,SbP,Supremum,0.1,single,gumbel,83.7,1,1000,1
150,5,0.6,Sh,ShJ,Euclidean,0.1,single,gumbel,80,1,1000,1
150,5,0.6,Sh,ShJ,Supremum,0.1,single,gumbel,72.1,1,1000,1
150,5,0.6,I,ShJ,Euclidean,0.1,single,gumbel,61.6,1,2000,
150,5,0.6,I,ShJ,Supremum,0.1,single,gumbel,82.8,1,2000,
150,5,0.6,Sh,SbJ,Euclidean,0.1,single,gumbel,80.1,1,1000,1
150,5,0.6,Sh,SbJ,Supremum,0.1,single,gumbel,88.6,1,1000,1
150,5,0.6,I,SbJ,Euclidean,0.1,single,gumbel,66.9,1,1000,1
150,5,0.6,I,SbJ,Supremum,0.1,single,gumbel,82.8,1,1000,1
100,15,0.6,Sh,ShP,Euclidean,0,none,gumbel,99.3,1,1000,0
100,15,0.6,Sh,ShP,Supremum,0,none,gumbel,87.9,1,1000,0
100,15,0.6,I,ShP,Euclidean,0,none,gumbel,1.7,1,1000,0
100,15,0.6,I,ShP,Supremum,0,none,gumbel,3.8,1,1000,0
100,15,0.6,Sh,SbP,Euclidean,0,none,gumbel,4.2,1,1000,1
100,15,0.6,Sh,SbP,Supremum,0,none,gumbel,5.1,1,1000,1
100,15,0.6,I,SbP,Euclidean,0,none,gumbel,3.6,1,1000,1
100,15,0.6,I,SbP,Supremum,0,none,gumbel,5.3,1,1000,1
100,15,0.6,Sh,ShJ,Euclidean,0,none,gumbel,100,1,1000,1
100,15,0.6,Sh,ShJ,Supremum,0,none,gumbel,100,1,1000,1
100,15,0.6,I,ShJ,Euclidean,0,none,gumbel,0.8,1,2000,
100,15,0.6,I,ShJ,Supremum,0,none,gumbel,2.3,1,2000,
100,15,0.6,Sh,SbJ,Euclidean,0,none,gumbel,1.9,1,1000,1
100,15,0.6,Sh,SbJ,Supremum,0,none,gumbel,4.2,1,1000,1
100,15,0.6,I,SbJ,Euclidean,0,none,gumbel,2.9,1,1000,1
100,15,0.6,I,SbJ,Supremum,0,none,gumbel,4.6,1,1000,1
50,5,0.6,Sh,ShP,Euclidean,0.1,single,gumbel,62.6,1,1000,0.996
50,5,0.6,Sh,ShP,Supremum,0.1,single,gumbel,44.9,1,1000,0.996
50,5,0.6,I,ShP,Euclidean,0.1,single,gumbel,16.8,1,1000,0.996
50,5,0.6,I,ShP,Supremum,0.1,single,gumbel,29.9,1,1000,0.996
50,5,0.6,Sh,SbP,Euclidean,0.1,single,gumbel,18.3,1,1000,1
50,5,0.6,Sh,SbP,Supremum,0.1,single,gumbel,26.6,1,1000,1
50,5,0.6,I,SbP,Euclidean,0.1,single,gumbel,14.1,1,1000,1
50,5,0.6,I,SbP,Supremum,0.1,single,gumbel,23.2,1,1000,1
50,5,0.6,Sh,ShJ,Euclidean,0.1,single,gumbel,36,1,1000,1
50,5,0.6,Sh,ShJ,Supremum,0.1,single,gumbel,21.3,1,1000,1
50,5,0.6,I,ShJ,Euclidean,0.1,single,gumbel,8.35,1,2000,
50,5,0.6,I,ShJ,Supremum,0.1,single,gumbel,19.1,1,2000,
50,5,0.6,Sh,SbJ,Euclidean,0.1,single,gumbel,19.1,1,1000,1
50,5,0.6,Sh,SbJ,Supremum,0.1,single,gumbel,26.2,1,1000,1
50,5,0.6,I,SbJ,Euclidean,0.1,single,gumbel,14.4,1,1000,1
50,5,0.6,I,SbJ,Supremum,0.1,single,gumbel,21.6,1,1000,1
250,15,0.3,Sh,ShP,Euclidean,0,none,clayton,98.9,1,1000,1
250,15,0.3,Sh,ShP,Supremum,0,none,clayton,68.6,1,1000,1
250,15,0.3,I,ShP,Euclidean,0,none,clayton,3.5,1,1000,1
250,15,0.3,I,ShP,Supremum,0,none,clayton,4,1,1000,1
250,15,0.3,Sh,SbP,Euclidean,0,none,clayton,4.2,1,1000,1
250,15,0.3,Sh,SbP,Supremum,0,none,clayton,4.1,1,1000,1
250,15,0.3,I,SbP,Euclidean,0,none,clayton,4.4,1,1000,1
250,15,0.3,I,SbP,Supremum,0,none,clayton,4,1,1000,1
250,15,0.3,Sh,ShJ,Euclidean,0,none,clayton,97.3,1,1000,1
250,15,0.3,Sh,ShJ,Supremum,0,none,clayton,59.6,1,1000,1
250,15,0.3,I,ShJ,Euclidean,0,none,clayton,2.9,1,1000,1
250,15,0.3,I,ShJ,Supremum,0,none,clayton,3.5,1,1000,1
250,15,0.3,Sh,SbJ,Euclidean,0,none,clayton,4.1,1,1000,1
250,15,0.3,Sh,SbJ,Supremum,0,none,clayton,4,1,1000,1
250,15,0.3,I,SbJ,Euclidean,0,none,clayton,4.8,1,1000,1
250,15,0.3,I,SbJ,Supremum,0,none,clayton,4,1,1000,1
100,15,0.6,Sh,ShP,Euclidean,0,none,clayton,97.7,1,1000,0
100,15,0.6,Sh,ShP,Supremum,0,none,clayton,84.4,1,1000,0
100,15,0.6,I,ShP,Euclidean,0,none,clayton,2.9,1,1000,0
100,15,0.6,I,ShP,Supremum,0,none,clayton,3.8,1,1000,0
100,15,0.6,Sh,SbP,Euclidean,0,none,clayton,4.1,1,1000,1
100,15,0.6,Sh,SbP,Supremum,0,none,clayton,4.4,1,1000,1
100,15,0.6,I,SbP,Euclidean,0,none,clayton,4,1,1000,1
100,15,0.6,I,SbP,Supremum,0,none,clayton,5.5,1,1000,1
100,15,0.6,Sh,ShJ,Euclidean,0,none,clayton,100,1,1000,1
100,15,0.6,Sh,ShJ,Supremum,0,none,clayton,100,1,1000,1
100,15,0.6,I,ShJ,Euclidean,0,none,clayton,1.25,1,2000,
100,15,0.6,I,ShJ,Supremum,0,none,clayton,2.45,1,2000,
100,15,0.6,Sh,SbJ,Euclidean,0,none,clayton,1.5,1,1000,1
100,15,0.6,Sh,SbJ,Supremum,0,none,clayton,3.5,1,1000,1
100,15,0.6,I,SbJ,Euclidean,0,none,clayton,3.5,1,1000,1
100,15,0.6,I,SbJ,Supremum,0,none,clayton,4.8,1,1000,1
100,5,0.6,Sh,ShP,Euclidean,0.2,column,gumbel,100,1,1000,1
100,5,0.6,Sh,ShP,Supremum,0.2,column,gumbel,98.7,1,1000,1
100,5,0.6,I,ShP,Euclidean,0.2,column,gumbel,100,1,1000,1
100,5,0.6,I,ShP,Supremum,0.2,column,gumbel,100,1,1000,1
100,5,0.6,Sh,SbP,Euclidean,0.2,column,gumbel,100,1,1000,1
100,5,0.6,Sh,SbP,Supremum,0.2,column,gumbel,98.9,1,1000,1
100,5,0.6,I,SbP,Euclidean,0.2,column,gumbel,100,1,1000,1
100,5,0.6,I,SbP,Supremum,0.2,column,gumbel,100,1,1000,1
100,5,0.6,Sh,ShJ,Euclidean,0.2,column,gumbel,99.9,1,1000,1
100,5,0.6,Sh,ShJ,Supremum,0.2,column,gumbel,97.5,1,1000,1
100,5,0.6,I,ShJ,Euclidean,0.2,column,gumbel,100,1,2000,
100,5,0.6,I,ShJ,Supremum,0.2,column,gumbel,100,1,2000,
100,5,0.6,Sh,SbJ,Euclidean,0.2,column,gumbel,100,1,1000,1
100,5,0.6,Sh,SbJ,Supremum,0.2,column,gumbel,99.9,1,1000,1
100,5,0.6,I,SbJ,Euclidean,0.2,column,gumbel,100,1,1000,1
100,5,0.6,I,SbJ,Supremum,0.2,column,gumbel,100,1,1000,1
100,15,0.6,Sh,ShP,Euclidean,0.2,column,gumbel,100,1,1000,0
100,15,0.6,Sh,ShP,Supremum,0.2,column,gumbel,98.3,1,1000,0
100,15,0.6,I,ShP,Euclidean,0.2,column,gumbel,100,1,1000,0
100,15,0.6,I,ShP,Supremum,0.2,column,gumbel,100,1,1000,0
100,15,0.6,Sh,SbP,Euclidean,0.2,column,gumbel,100,1,1000,1
100,15,0.6,Sh,SbP,Supremum,0.2,column,gumbel,99.4,1,1000,1
100,15,0.6,I,SbP,Euclidean,0.2,column,gumbel,100,1,1000,1
100,15,0.6,I,SbP,Supremum,0.2,column,gumbel,100,1,1000,1
100,15,0.6,Sh,ShJ,Euclidean,0.2,column,gumbel,100,1,1000,1
100,15,0.6,Sh,ShJ,Supremum,0.2,column,gumbel,100,1,1000,1
100,15,0.6,I,ShJ,Euclidean,0.2,column,gumbel,100,1,2000,
100,15,0.6,I,ShJ,Supremum,0.2,column,gumbel,100,1,2000,
100,15,0.6,Sh,SbJ,Euclidean,0.2,column,gumbel,100,1,1000,1
100,15,0.6,Sh,SbJ,Supremum,0.2,column,gumbel,99.7,1,1000,1
100,15,0.6,I,SbJ,Euclidean,0.2,column,gumbel,100,1,1000,1
100,15,0.6,I,SbJ,Supremum,0.2,column,gumbel,100,1,1000,1
100,15,0.3,Sh,ShP,Euclidean,0.2,column,clayton,100,1,1000,0
100,15,0.3,Sh,ShP,Supremum,0.2,column,clayton,99.4,1,1000,0
100,15,0.3,I,ShP,Euclidean,0.2,column,clayton,98.1,1,1000,0
100,15,0.3,I,ShP,Supremum,0.2,column,clayton,95.9,1,1000,0
100,15,0.3,Sh,SbP,Euclidean,0.2,column,clayton,84.1,1,1000,1
100,15,0.3,Sh,SbP,Supremum,0.2,column,clayton,54.9,1,1000,1
100,15,0.3,I,SbP,Euclidean,0.2,column,clayton,98.6,1,1000,1
100,15,0.3,I,SbP,Supremum,0.2,column,clayton,96,1,1000,1
100,15,0.3,Sh,ShJ,Euclidean,0.2,column,clayton,100,1,1000,1
100,15,0.3,Sh,ShJ,Supremum,0.2,column,clayton,100,1,1000,1
100,15,0.3,I,ShJ,Euclidean,0.2,column,clayton,97.45,1,2000,
100,15,0.3,I,ShJ,Supremum,0.2,column,clayton,95.7,1,2000,
100,15,0.3,Sh,SbJ,Euclidean,0.2,column,clayton,85.3,1,1000,1
100,15,0.3,Sh,SbJ,Supremum,0.2,column,clayton,61.6,1,1000,1
100,15,0.3,I,SbJ,Euclidean,0.2,column,clayton,98.7,1,1000,1
100,15,0.3,I,SbJ,Supremum,0.2,column,clayton,96.1,1,1000,1
250,5,0.3,Sh,ShP,Euclidean,0,none,clayton,8,1,1000,1
250,5,0.3,Sh,ShP,Supremum,0,none,clayton,8,1,1000,1
250,5,0.3,I,ShP,Euclidean,0,none,clayton,4.2,1,1000,1
250,5,0.3,I,ShP,Supremum,0,none,clayton,4.4,1,1000,1
250,5,0.3,Sh,SbP,Euclidean,0,none,clayton,4,1,1000,1
250,5,0.3,Sh,SbP,Supremum,0,none,clayton,3.6,1,1000,1
250,5,0.3,I,SbP,Euclidean,0,none,clayton,4.3,1,1000,1
250,5,0.3,I,SbP,Supremum,0,none,clayton,4.1,1,1000,1
250,5,0.3,Sh,ShJ,Euclidean,0,none,clayton,6.6,1,1000,1
250,5,0.3,Sh,ShJ,Supremum,0,none,clayton,7,1,1000,1
250,5,0.3,I,ShJ,Euclidean,0,none,clayton,4.2,1,1000,1
250,5,0.3,I,ShJ,Supremum,0,none,clayton,3.9,1,1000,1
250,5,0.3,Sh,SbJ,Euclidean,0,none,clayton,4.3,1,1000,1
250,5,0.3,Sh,SbJ,Supremum,0,none,clayton,3.6,1,1000,1
250,5,0.3,I,SbJ,Euclidean,0,none,clayton,4.5,1,1000,1
250,5,0.3,I,SbJ,Supremum,0,none,clayton,4.1,1,1000,1
250,5,0.6,Sh,ShP,Euclidean,0,none,gumbel,10,1,1000,1
250,5,0.6,Sh,ShP,Supremum,0,none,gumbel,8,1,1000,1
250,5,0.6,I,ShP,Euclidean,0,none,gumbel,5.7,1,1000,1
250,5,0.6,I,ShP,Supremum,0,none,gumbel,5.8,1,1000,1
250,5,0.6,Sh,SbP,Euclidean,0,none,gumbel,5.2,1,1000,1
250,5,0.6,Sh,SbP,Supremum,0,none,gumbel,4.7,1,1000,1
250,5,0.6,I,SbP,Euclidean,0,none,gumbel,5.6,1,1000,1
250,5,0.6,I,SbP,Supremum,0,none,gumbel,5.3,1,1000,1
250,5,0.6,Sh,ShJ,Euclidean,0,none,gumbel,8.1,1,1000,1
250,5,0.6,Sh,ShJ,Supremum,0,none,gumbel,6.4,1,1000,1
250,5,0.6,I,ShJ,Euclidean,0,none,gumbel,4.9,1,1000,1
250,5,0.6,I,ShJ,Supremum,0,none,gumbel,5.2,1,1000,1
250,5,0.6,Sh,SbJ,Euclidean,0,none,gumbel,5.2,1,1000,1
250,5,0.6,Sh,SbJ,Supremum,0,none,gumbel,4.7,1,1000,1
250,5,0.6,I,SbJ,Euclidean,0,none,gumbel,5.7,1,1000,1
250,5,0.6,I,SbJ,Supremum,0,none,gumbel,5.2,1,1000,1
150,15,0.3,Sh,ShP,Euclidean,0.2,single,gumbel,100,1,1000,0.001
150,15,0.3,Sh,ShP,Supremum,0.2,single,gumbel,100,1,1000,0.001
150,15,0.3,I,ShP,Euclidean,0.2,single,gumbel,16.4,1,1000,0.001
150,15,0.3,I,ShP,Supremum,0.2,single,gumbel,89.5,1,1000,0.001
150,15,0.3,Sh,SbP,Euclidean,0.2,single,gumbel,50.8,1,1000,1
150,15,0.3,Sh,SbP,Supremum,0.2,single,gumbel,96,1,1000,1
150,15,0.3,I,SbP,Euclidean,0.2,single,gumbel,23.9,1,1000,1
150,15,0.3,I,SbP,Supremum,0.2,single,gumbel,89.9,1,1000,1
150,15,0.3,Sh,ShJ,Euclidean,0.2,single,gumbel,100,1,1000,1
150,15,0.3,Sh,ShJ,Supremum,0.2,single,gumbel,99.3,1,1000,1
150,15,0.3,I,ShJ,Euclidean,0.2,single,gumbel,10.3,1,2000,
150,15,0.3,I,ShJ,Supremum,0.2,single,gumbel,87,1,2000,
150,15,0.3,Sh,SbJ,Euclidean,0.2,single,gumbel,49.5,1,1000,1
150,15,0.3,Sh,SbJ,Supremum,0.2,single,gumbel,95.9,1,1000,1
150,15,0.3,I,SbJ,Euclidean,0.2,single,gumbel,23.7,1,1000,1
150,15,0.3,I,SbJ,Supremum,0.2,single,gumbel,89.7,1,1000,1
250,5,0.6,Sh,ShP,Euclidean,0.1,column,gumbel,99.1,1,1000,1
250,5,0.6,Sh,ShP,Supremum,0.1,column,gumbel,91.7,1,1000,1
250,5,0.6,I,ShP,Euclidean,0.1,column,gumbel,100,1,1000,1
250,5,0.6,I,ShP,Supremum,0.1,column,gumbel,99.3,1,1000,1
250,5,0.6,Sh,SbP,Euclidean,0.1,column,gumbel,99.5,1,1000,1
250,5,0.6,Sh,SbP,Supremum,0.1,column,gumbel,94.1,1,1000,1
250,5,0.6,I,SbP,Euclidean,0.1,column,gumbel,100,1,1000,1
250,5,0.6,I,SbP,Supremum,0.1,column,gumbel,99.1,1,1000,1
250,5,0.6,Sh,ShJ,Euclidean,0.1,column,gumbel,98.8,1,1000,1
250,5,0.6,Sh,ShJ,Supremum,0.1,column,gumbel,89.4,1,1000,1
250,5,0.6,I,ShJ,Euclidean,0.1,column,gumbel,100,1,1000,1
250,5,0.6,I,ShJ,Supremum,0.1,column,gumbel,99,1,1000,1
250,5,0.6,Sh,SbJ,Euclidean,0.1,column,gumbel,99.5,1,1000,1
250,5,0.6,Sh,SbJ,Supremum,0.1,column,gumbel,96,1,1000,1
250,5,0.6,I,SbJ,Euclidean,0.1,column,gumbel,100,1,1000,1
250,5,0.6,I,SbJ,Supremum,0.1,column,gumbel,99.2,1,1000,1
50,15,0.6,Sh,ShP,Euclidean,0.1,column,gumbel,77.2,1,1000,0
50,15,0.6,Sh,ShP,Supremum,0.1,column,gumbel,57.8,1,1000,0
50,15,0.6,I,ShP,Euclidean,0.1,column,gumbel,44.9,1,1000,0
50,15,0.6,I,ShP,Supremum,0.1,column,gumbel,45,1,1000,0
50,15,0.6,Sh,SbP,Euclidean,0.1,column,gumbel,21.2,1,1000,1
50,15,0.6,Sh,SbP,Supremum,0.1,column,gumbel,14.5,1,1000,1
50,15,0.6,I,SbP,Euclidean,0.1,column,gumbel,55.9,1,1000,1
50,15,0.6,I,SbP,Supremum,0.1,column,gumbel,54,1,1000,1
50,15,0.6,Sh,ShJ,Euclidean,0.1,column,gumbel,77.1,1,1000,1
50,15,0.6,Sh,ShJ,Supremum,0.1,column,gumbel,61.8,1,1000,1
50,15,0.6,I,ShJ,Euclidean,0.1,column,gumbel,29.4,1,2000,
50,15,0.6,I,ShJ,Supremum,0.1,column,gumbel,33.4,1,2000,
50,15,0.6,Sh,SbJ,Euclidean,0.1,column,gumbel,9.5,1,1000,1
50,15,0.6,Sh,SbJ,Supremum,0.1,column,gumbel,10.2,1,1000,1
50,15,0.6,I,SbJ,Euclidean,0.1,column,gumbel,51.8,1,1000,1
50,15,0.6,I,SbJ,Supremum,0.1,column,gumbel,51.2,1,1000,1
150,5,0.3,Sh,ShP,Euclidean,0,none,clayton,11,1,1000,1
150,5,0.3,Sh,ShP,Supremum,0,none,clayton,9.9,1,1000,1
150,5,0.3,I,ShP,Euclidean,0,none,clayton,3.3,1,1000,1
150,5,0.3,I,ShP,Supremum,0,none,clayton,4.1,1,1000,1
150,5,0.3,Sh,SbP,Euclidean,0,none,clayton,3.8,1,1000,1
150,5,0.3,Sh,SbP,Supremum,0,none,clayton,3.9,1,1000,1
150,5,0.3,I,SbP,Euclidean,0,none,clayton,3.1,1,1000,1
150,5,0.3,I,SbP,Supremum,0,none,clayton,3.4,1,1000,1
150,5,0.3,Sh,ShJ,Euclidean,0,none,clayton,8.6,1,1000,1
150,5,0.3,Sh,ShJ,Supremum,0,none,clayton,8.6,1,1000,1
150,5,0.3,I,ShJ,Euclidean,0,none,clayton,3.8,1,2000,
150,5,0.3,I,ShJ,Supremum,0,none,clayton,3.9,1,2000,
150,5,0.3,Sh,SbJ,Euclidean,0,none,clayton,4.2,1,1000,1
150,5,0.3,Sh,SbJ,Supremum,0,none,clayton,4,1,1000,1
150,5,0.3,I,SbJ,Euclidean,0,none,clayton,3.1,1,1000,1
150,5,0.3,I,SbJ,Supremum,0,none,clayton,3.8,1,1000,1
250,15,0.3,Sh,ShP,Euclidean,0.2,column,gumbel,100,1,1000,1
250,15,0.3,Sh,ShP,Supremum,0.2,column,gumbel,98.5,1,1000,1
250,15,0.3,I,ShP,Euclidean,0.2,column,gumbel,100,1,1000,1
250,15,0.3,I,ShP,Supremum,0.2,column,gumbel,100,1,1000,1
250,15,0.3,Sh,SbP,Euclidean,0.2,column,gumbel,100,1,1000,1
250,15,0.3,Sh,SbP,Supremum,0.2,column,gumbel,98.5,1,1000,1
250,15,0.3,I,SbP,Euclidean,0.2,column,gumbel,100,1,1000,1
250,15,0.3,I,SbP,Supremum,0.2,column,gumbel,100,1,1000,1
250,15,0.3,Sh,ShJ,Euclidean,0.2,column,gumbel,100,1,1000,1
250,15,0.3,Sh,ShJ,Supremum,0.2,column,gumbel,96.9,1,1000,1
250,15,0.3,I,ShJ,Euclidean,0.2,column,gumbel,100,1,1000,1
250,15,0.3,I,ShJ,Supremum,0.2,column,gumbel,100,1,1000,1
250,15,0.3,Sh,SbJ,Euclidean,0.2,column,gumbel,100,1,1000,1
250,15,0.3,Sh,SbJ,Supremum,0.2,column,gumbel,99.2,1,1000,1
250,15,0.3,I,SbJ,Euclidean,0.2,column,gumbel,100,1,1000,1
250,15,0.3,I,SbJ,Supremum,0.2,column,gumbel,100,1,1000,1
100,15,0.3,Sh,ShP,Euclidean,0.1,column,clayton,100,1,1000,0
100,15,0.3,Sh,ShP,Supremum,0.1,column,clayton,99.4,1,1000,0
100,15,0.3,I,ShP,Euclidean,0.1,column,clayton,43.5,1,1000,0
100,15,0.3,I,ShP,Supremum,0.1,column,clayton,36.3,1,1000,0
100,15,0.3,Sh,SbP,Euclidean,0.1,column,clayton,19.8,1,1000,1
100,15,0.3,Sh,SbP,Supremum,0.1,column,clayton,12.8,1,1000,1
100,15,0.3,I,SbP,Euclidean,0.1,column,clayton,48.2,1,1000,1
100,15,0.3,I,SbP,Supremum,0.1,column,clayton,37.1,1,1000,1
100,15,0.3,Sh,ShJ,Euclidean,0.1,column,clayton,100,1,1000,1
100,15,0.3,Sh,ShJ,Supremum,0.1,column,clayton,100,1,1000,1
100,15,0.3,I,ShJ,Euclidean,0.1,column,clayton,35.25,1,2000,
100,15,0.3,I,ShJ,Supremum,0.1,column,clayton,30.85,1,2000,
100,15,0.3,Sh,SbJ,Euclidean,0.1,column,clayton,18.9,1,1000,1
100,15,0.3,Sh,SbJ,Supremum,0.1,column,clayton,12.7,1,1000,1
100,15,0.3,I,SbJ,Euclidean,0.1,column,clayton,50.2,1,1000,1
100,15,0.3,I,SbJ,Supremum,0.1,column,clayton,37.6,1,1000,1
50,5,0.3,Sh,ShP,Euclidean,0.1,single,clayton,48.6,1,1000,1
50,5,0.3,Sh,ShP,Supremum,0.1,single,clayton,39,1,1000,1
50,5,0.3,I,ShP,Euclidean,0.1,single,clayton,10,1,1000,1
50,5,0.3,I,ShP,Supremum,0.1,single,clayton,11.6,1,1000,1
50,5,0.3,Sh,SbP,Euclidean,0.1,single,clayton,8.8,1,1000,1
50,5,0.3,Sh,SbP,Supremum,0.1,single,clayton,8.7,1,1000,1
50,5,0.3,I,SbP,Euclidean,0.1,single,clayton,8,1,1000,1
50,5,0.3,I,SbP,Supremum,0.1,single,clayton,7.7,1,1000,1
50,5,0.3,Sh,ShJ,Euclidean,0.1,single,clayton,34.8,1,1000,1
50,5,0.3,Sh,ShJ,Supremum,0.1,single,clayton,26.6,1,1000,1
50,5,0.3,I,ShJ,Euclidean,0.1,single,clayton,5.85,1,2000,
50,5,0.3,I,ShJ,Supremum,0.1,single,clayton,8.1,1,2000,
50,5,0.3,Sh,SbJ,Euclidean,0.1,single,clayton,11.3,1,1000,1
50,5,0.3,Sh,SbJ,Supremum,0.1,single,clayton,10.3,1,1000,1
50,5,0.3,I,SbJ,Euclidean,0.1,single,clayton,10.4,1,1000,1
50,5,0.3,I,SbJ,Supremum,0.1,single,clayton,9.2,1,1000,1
250,15,0.6,Sh,ShP,Euclidean,0.2,single,gumbel,100,1,1000,1
250,15,0.6,Sh,ShP,Supremum,0.2,single,gumbel,100,1,1000,1
250,15,0.6,I,ShP,Euclidean,0.2,single,gumbel,94,1,1000,1
250,15,0.6,I,ShP,Supremum,0.2,single,gumbel,100,1,1000,1
250,15,0.6,Sh,SbP,Euclidean,0.2,single,gumbel,100,1,1000,1
250,15,0.6,Sh,SbP,Supremum,0.2,single,gumbel,100,1,1000,1
250,15,0.6,I,SbP,Euclidean,0.2,single,gumbel,96.3,1,1000,1
250,15,0.6,I,SbP,Supremum,0.2,single,gumbel,100,1,1000,1
250,15,0.6,Sh,ShJ,Euclidean,0.2,single,gumbel,100,1,1000,1
250,15,0.6,Sh,ShJ,Supremum,0.2,single,gumbel,100,1,1000,1
250,15,0.6,I,ShJ,Euclidean,0.2,single,gumbel,91.4,1,1000,1
250,15,0.6,I,ShJ,Supremum,0.2,single,gumbel,100,1,1000,1
250,15,0.6,Sh,SbJ,Euclidean,0.2,single,gumbel,100,1,1000,1
250,15,0.6,Sh,SbJ,Supremum,0.2,single,gumbel,100,1,1000,1
250,15,0.6,I,SbJ,Euclidean,0.2,single,gumbel,95.5,1,1000,1
